state	year	name	type	city	county	district	enroll	mmr	overall	xrel	xmed	xper
Arizona	2018-19	A J Mitchell Elementary	Public	Nogales	Santa Cruz	NA	51	100	-1	NA	NA	NA
Arizona	2018-19	Academy Del Sol	Charter	Tucson	Pima	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Academy Del Sol - Hope	Charter	Tucson	Pima	NA	85	100	-1	NA	NA	NA
Arizona	2018-19	Academy Of Mathematics And Science South	Charter	Phoenix	Maricopa	NA	60	100	-1	NA	NA	NA
Arizona	2018-19	Acclaim Academy	Charter	Phoenix	Maricopa	NA	43	100	-1	NA	2.33	2.33
Arizona	2018-19	Alfred F Garcia	Public	Phoenix	Maricopa	NA	36	100	-1	NA	NA	NA
Arizona	2018-19	All Aboard Charter	Charter	Phoenix	Maricopa	NA	24	100	-1	NA	NA	4.17
Arizona	2018-19	Amerischools Academy - Yuma South Campus	Charter	Yuma	Yuma	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Arizona Cultural Academy	Private	Phoenix	Maricopa	NA	26	100	-1	NA	NA	NA
Arizona	2018-19	Arizona Desert Elementary	Public	San Luis	Yuma	NA	78	100	-1	NA	NA	NA
Arizona	2018-19	Arthur M Hamilton	Public	Phoenix	Maricopa	NA	35	100	-1	NA	2.86	NA
Arizona	2018-19	Bella Vista Elementary	Public	Sierra Vista	Cochise	NA	54	100	-1	NA	NA	NA
Arizona	2018-19	Blenman Elementary	Public	Tucson	Pima	NA	54	100	-1	NA	7.41	NA
Arizona	2018-19	Booth Magnet Elementary	Public	Tucson	Pima	NA	34	100	-1	NA	NA	NA
Arizona	2018-19	Butterfield Elementary	Public	Tucson	Pima	NA	57	100	-1	NA	NA	NA
Arizona	2018-19	Carrillo Intermediate Magnet	Public	Tucson	Pima	NA	47	100	-1	NA	2.13	NA
Arizona	2018-19	Casa Blanca Community	Public	Bapchule	Pinal	NA	54	100	-1	NA	NA	NA
Arizona	2018-19	Cesar Chavez Elementary	Public	San Luis	Yuma	NA	98	100	-1	NA	NA	NA
Arizona	2018-19	Challenger Elementary	Public	Nogales	Santa Cruz	NA	67	100	-1	NA	NA	NA
Arizona	2018-19	Chinle Elementary	Public	Chinle	Apache	NA	58	100	-1	NA	NA	NA
Arizona	2018-19	Copper Creek Elementary	Public	Tucson	Pima	NA	55	100	-1	NA	NA	NA
Arizona	2018-19	Copper Rim Elementary	Public	Globe	Gila	NA	134	100	-1	NA	NA	4.48
Arizona	2018-19	Countryside Elementary	Public	Surprise	Maricopa	NA	47	100	-1	NA	NA	NA
Arizona	2018-19	Cradleboard	Public	Whiteriver	Navajo	NA	59	100	-1	NA	NA	NA
Arizona	2018-19	Davidson Elementary	Public	Tucson	Pima	NA	34	100	-1	NA	NA	NA
Arizona	2018-19	Desert Oasis Elementary School-85037	Public	Phoenix	Maricopa	NA	63	100	-1	NA	NA	NA
Arizona	2018-19	Desert View Elementary	Public	San Luis	Yuma	NA	92	100	-1	NA	NA	NA
Arizona	2018-19	Dishchii'Bikoh Community	Private	Cibecue	Navajo	NA	41	100	-1	NA	NA	NA
Arizona	2018-19	Drachman Primary Magnet	Public	Tucson	Pima	NA	59	100	-1	NA	NA	NA
Arizona	2018-19	Dunham Elementary	Public	Tucson	Pima	NA	50	100	-1	NA	NA	NA
Arizona	2018-19	E C Nash	Public	Tucson	Pima	NA	48	100	-1	NA	NA	2.08
Arizona	2018-19	Eagle College Prep - Maryvale	Charter	Phoenix	Maricopa	NA	49	100	-1	NA	NA	NA
Arizona	2018-19	Eagle College Prep - Mesa	Charter	Mesa	Maricopa	NA	30	100	-1	NA	NA	3.33
Arizona	2018-19	Ed Pastor Elementary 4	Public	San Luis	Yuma	NA	75	100	-1	NA	NA	NA
Arizona	2018-19	El Mirage Elementary	Public	El Mirage	Maricopa	NA	73	100	-1	NA	NA	NA
Arizona	2018-19	Estrella Vista Elementary	Public	Avondale	Maricopa	NA	97	100	-1	NA	NA	1.03
Arizona	2018-19	Freedom Elementary	Public	Buckeye	Maricopa	NA	58	100	-1	NA	NA	NA
Arizona	2018-19	Friendly House Academia Del Pueblo Elementary	Charter	Phoenix	Maricopa	NA	41	100	-1	NA	NA	NA
Arizona	2018-19	Gadsden Elementary	Public	Gadsden	Yuma	NA	61	100	-1	NA	NA	NA
Arizona	2018-19	Gallego Basic Elementary	Public	Tucson	Pima	NA	124	100	-1	NA	NA	NA
Arizona	2018-19	Galveston Elementary	Public	Chandler	Maricopa	NA	53	100	-1	NA	NA	NA
Arizona	2018-19	Garden Lakes Elementary	Public	Avondale	Maricopa	NA	81	100	-1	NA	NA	NA
Arizona	2018-19	Glendale Landmark Middle	Public	Glendale	Maricopa	NA	62	100	-1	NA	NA	NA
Arizona	2018-19	Granada Primary	Public	Phoenix	Maricopa	NA	200	100	-1	NA	NA	NA
Arizona	2018-19	H L Suverkrup Elementary	Public	Yuma	Yuma	NA	71	100	-1	NA	NA	NA
Arizona	2018-19	Harvest Preparatory Academy	Charter	Yuma	Yuma	NA	73	100	-1	NA	NA	NA
Arizona	2018-19	Harvest Preparatory Academy	Charter	San Luis	Yuma	NA	76	100	-1	NA	NA	NA
Arizona	2018-19	Holiday Park Elementary	Public	Phoenix	Maricopa	NA	74	100	-1	NA	NA	NA
Arizona	2018-19	Holladay Intermediate Magnet	Public	Tucson	Pima	NA	38	100	-1	NA	NA	NA
Arizona	2018-19	Hollinger Elementary	Public	Tucson	Pima	NA	44	100	-1	NA	NA	NA
Arizona	2018-19	Howell Peter Elementary	Public	Tucson	Pima	NA	48	100	-1	NA	2.08	NA
Arizona	2018-19	Huachuca Mountain Elementary	Public	Sierra Vista	Cochise	NA	78	100	-1	NA	NA	NA
Arizona	2018-19	Hunters Point Boarding	Private	St. Michaels	Apache	NA	26	100	-1	NA	NA	NA
Arizona	2018-19	Indian Oasis Primary	Public	Sells	Pima	NA	91	100	-1	NA	NA	NA
Arizona	2018-19	Irene Erickson Elementary	Public	Tucson	Pima	NA	79	100	-1	NA	1.27	NA
Arizona	2018-19	Irene Lopez	Public	Phoenix	Maricopa	NA	43	100	-1	NA	NA	NA
Arizona	2018-19	Isaac E Imes	Public	Glendale	Maricopa	NA	61	100	-1	NA	NA	NA
Arizona	2018-19	J B Sutton Elementary	Public	Phoenix	Maricopa	NA	108	100	-1	NA	0.93	NA
Arizona	2018-19	J Robert Hendricks Elementary	Public	Tucson	Pima	NA	73	100	-1	NA	NA	NA
Arizona	2018-19	Jack L Kuban Elementary	Public	Phoenix	Maricopa	NA	38	100	-1	NA	2.63	NA
Arizona	2018-19	Jeehdeez'A Academy (Low Mountain)	Public	Low Mountain	Navajo	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Jefferson Elementary	Public	Mesa	Maricopa	NA	56	100	-1	NA	NA	NA
Arizona	2018-19	John E White Elementary	Public	Tucson	Pima	NA	116	100	-1	NA	NA	NA
Arizona	2018-19	Joseph Zito Elementary	Public	Phoenix	Maricopa	NA	84	100	-1	NA	NA	NA
Arizona	2018-19	Kenilworth Elementary	Public	Phoenix	Maricopa	NA	58	100	-1	NA	NA	NA
Arizona	2018-19	Kyrene De Las Brisas	Public	Chandler	Maricopa	NA	94	100	-1	NA	NA	NA
Arizona	2018-19	La Paloma Academy - Lakeside	Charter	Tucson	Pima	NA	105	100	-1	NA	NA	NA
Arizona	2018-19	Laura N. Banks Elementary	Public	Tucson	Pima	NA	40	100	-1	NA	NA	NA
Arizona	2018-19	Legacy Traditional School - Northwest Tucson	Charter	Tucson	Pima	NA	125	100	-1	NA	NA	8.8
Arizona	2018-19	Leupp Public	Public	Leupp	Coconino	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Lincoln Elementary	Public	Nogales	Santa Cruz	NA	64	100	-1	NA	NA	NA
Arizona	2018-19	Lineweaver Elementary	Public	Tucson	Pima	NA	84	100	-1	NA	NA	NA
Arizona	2018-19	Little Red Schoolhouse	Public	Nogales	Santa Cruz	NA	21	100	-1	NA	NA	NA
Arizona	2018-19	Longfellow Elementary	Public	Mesa	Maricopa	NA	65	100	-1	NA	NA	NA
Arizona	2018-19	Loretto Catholic	Private	Douglas	Cochise	NA	21	100	-1	NA	9.52	NA
Arizona	2018-19	Los Ninos Elementary	Public	Tucson	Pima	NA	60	100	-1	NA	NA	NA
Arizona	2018-19	Lowell Elementary	Public	Mesa	Maricopa	NA	66	100	-1	NA	1.52	NA
Arizona	2018-19	Lynn Urquides Elementary	Public	Tucson	Pima	NA	79	100	-1	NA	NA	NA
Arizona	2018-19	Many Farms Community	Public	Many Farms	Apache	NA	31	100	-1	NA	NA	NA
Arizona	2018-19	Many Farms Public	Public	Chinle	Apache	NA	57	100	-1	NA	NA	NA
Arizona	2018-19	Mary C O'Brien Elementary	Public	Casa Grande	Pinal	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Mary Mcleod Bethune	Public	Phoenix	Maricopa	NA	40	100	-1	NA	NA	NA
Arizona	2018-19	Mccartney Ranch Elementary	Public	Casa Grande	Pinal	NA	112	100	-1	NA	NA	NA
Arizona	2018-19	Miles-Exploratory Learning Center	Public	Tucson	Pima	NA	28	100	-1	NA	NA	3.57
Arizona	2018-19	Miller Elementary	Public	Tucson	Pima	NA	89	100	-1	NA	NA	NA
Arizona	2018-19	Mission View Elementary	Public	Tucson	Pima	NA	27	100	-1	NA	NA	NA
Arizona	2018-19	Mitchell Elementary	Public	Phoenix	Maricopa	NA	58	100	-1	NA	NA	NA
Arizona	2018-19	Morgan Maxwell	Public	Tucson	Pima	NA	27	100	-1	NA	NA	NA
Arizona	2018-19	Mountain View Elementary	Public	Rio Rico	Santa Cruz	NA	44	100	-1	NA	4.55	2.27
Arizona	2018-19	Mountain Vista	Private	Oracle	Pinal	NA	45	100	-1	NA	NA	NA
Arizona	2018-19	Moya Elementary	Public	Phoenix	Maricopa	NA	67	100	-1	NA	NA	NA
Arizona	2018-19	Myers-Ganoung Elementary	Public	Tucson	Pima	NA	66	100	-1	NA	3.03	NA
Arizona	2018-19	Naco Elementary	Public	Naco	Cochise	NA	34	100	-1	NA	NA	NA
Arizona	2018-19	New Vistas Academy	Private	Chandler	Maricopa	NA	45	100	-1	NA	NA	NA
Arizona	2018-19	Noor Academy Of Arizona	Private	Tempe	Maricopa	NA	25	100	-1	NA	NA	4
Arizona	2018-19	Ochoa Elementary	Public	Tucson	Pima	NA	29	100	-1	NA	NA	NA
Arizona	2018-19	Omega Alpha Academy	Charter	Douglas	Cochise	NA	21	100	-1	NA	NA	NA
Arizona	2018-19	Orange Grove Elementary	Public	Somerton	Yuma	NA	63	100	-1	NA	NA	NA
Arizona	2018-19	Our Lady Of Lourdes Academy	Private	Nogales	Santa Cruz	NA	24	100	-1	NA	NA	4.17
Arizona	2018-19	Pan-American Elementary Charter	Charter	Phoenix	Maricopa	NA	76	100	-1	NA	NA	NA
Arizona	2018-19	Pecan Grove Elementary	Public	Yuma	Yuma	NA	37	100	-1	NA	NA	NA
Arizona	2018-19	Picacho	Public	Picacho	Pinal	NA	23	100	-1	NA	NA	NA
Arizona	2018-19	Pinon Elementary	Public	Pinon	Navajo	NA	45	100	-1	NA	NA	NA
Arizona	2018-19	Porter Elementary	Public	Mesa	Maricopa	NA	68	100	-1	NA	1.47	NA
Arizona	2018-19	Pueblo Elementary	Charter	Scottsdale	Maricopa	NA	81	100	-1	NA	NA	7.41
Arizona	2018-19	Pueblo Gardens Elementary	Public	Tucson	Pima	NA	34	100	-1	NA	NA	NA
Arizona	2018-19	Pusch Ridge Christian Academy	Private	Tucson	Pima	NA	24	100	-1	NA	NA	4.17
Arizona	2018-19	Raul Grijalva Elementary	Public	Tucson	Pima	NA	85	100	-1	NA	NA	NA
Arizona	2018-19	Richard B Wilson Jr	Public	Tucson	Pima	NA	61	100	-1	NA	NA	1.64
Arizona	2018-19	Rio Colorado Elementary	Public	San Luis	Yuma	NA	69	100	-1	NA	NA	NA
Arizona	2018-19	Rio Vista Elementary	Public	Tucson	Pima	NA	63	100	-1	NA	NA	NA
Arizona	2018-19	Rivera Elementary	Public	Tucson	Pima	NA	70	100	-1	NA	NA	NA
Arizona	2018-19	Robert Bracker Elementary	Public	Nogales	Santa Cruz	NA	41	100	-1	NA	NA	NA
Arizona	2018-19	Ronald Reagan Fundamental	Public	Yuma	Yuma	NA	66	100	-1	NA	NA	NA
Arizona	2018-19	Roskruge Bilingual K-8	Public	Tucson	Pima	NA	37	100	-1	NA	NA	NA
Arizona	2018-19	Sacaton Elementary	Public	Sacaton	Pinal	NA	83	100	-1	NA	NA	NA
Arizona	2018-19	Safford Elementary	Public	Tucson	Pima	NA	26	100	-1	NA	NA	NA
Arizona	2018-19	Saint Cyril Of Alexandria	Private	Tucson	Pima	NA	41	100	-1	NA	NA	NA
Arizona	2018-19	Saint Elizabeth Ann Seton	Private	Tucson	Pima	NA	34	100	-1	NA	NA	NA
Arizona	2018-19	Saint Joseph Catholic	Private	Tucson	Pima	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Saint Louis The King	Private	Glendale	Maricopa	NA	24	100	-1	NA	NA	NA
Arizona	2018-19	Saint Peter Indian Mission	Private	Bapchule	Pinal	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	Saint Thomas Aquinas Grade	Private	Avondale	Maricopa	NA	41	100	-1	NA	NA	NA
Arizona	2018-19	Saint Timothy Catholic	Private	Mesa	Maricopa	NA	22	100	-1	NA	NA	4.55
Arizona	2018-19	Saints Peter & Paul Catholic	Private	Tucson	Pima	NA	34	100	-1	NA	NA	2.94
Arizona	2018-19	Saints Simon And Jude	Private	Phoenix	Maricopa	NA	40	100	-1	NA	NA	NA
Arizona	2018-19	Sam Hughes Elementary	Public	Tucson	Pima	NA	57	100	-1	NA	NA	NA
Arizona	2018-19	San Cayetano Elementary	Public	Rio Rico	Santa Cruz	NA	92	100	-1	NA	NA	NA
Arizona	2018-19	Sanders Elementary	Public	Sanders	Apache	NA	42	100	-1	NA	NA	NA
Arizona	2018-19	Santa Clara Elementary	Public	Tucson	Pima	NA	70	100	-1	NA	NA	NA
Arizona	2018-19	Santa Cruz Catholic	Private	Tucson	Pima	NA	24	100	-1	NA	NA	NA
Arizona	2018-19	Solomon Elementary	Public	Solomon	Graham	NA	22	100	-1	NA	NA	NA
Arizona	2018-19	South Pointe Public Charter Elementary	Charter	Phoenix	Maricopa	NA	47	100	-1	NA	NA	NA
Arizona	2018-19	Southgate Academy	Charter	Tucson	Pima	NA	59	100	-1	NA	NA	NA
Arizona	2018-19	Southwest Elementary	Public	Phoenix	Maricopa	NA	55	100	-1	NA	NA	NA
Arizona	2018-19	Summit View Elementary	Public	Tucson	Pima	NA	68	100	-1	NA	NA	NA
Arizona	2018-19	Sunridge Elementary	Public	Phoenix	Maricopa	NA	89	100	-1	NA	NA	NA
Arizona	2018-19	Sunset Elementary	Public	Phoenix	Maricopa	NA	111	100	-1	NA	NA	NA
Arizona	2018-19	T G Barr	Public	Phoenix	Maricopa	NA	39	100	-1	NA	NA	NA
Arizona	2018-19	Tolson Elementary	Public	Tucson	Pima	NA	55	100	-1	NA	NA	NA
Arizona	2018-19	Town & Country Elementary	Public	Sierra Vista	Cochise	NA	50	100	-1	NA	NA	NA
Arizona	2018-19	Tres Rios Elementary	Public	Tolleson	Maricopa	NA	73	100	-1	NA	NA	NA
Arizona	2018-19	Tsaile Elementary	Public	Tsaile	Apache	NA	62	100	-1	NA	NA	NA
Arizona	2018-19	Tuscano Elementary	Public	Phoenix	Maricopa	NA	94	100	-1	NA	NA	1.06
Arizona	2018-19	Valley Horizon Elementary	Public	Yuma	Yuma	NA	61	100	-1	NA	NA	NA
Arizona	2018-19	Valley View	Public	Phoenix	Maricopa	NA	57	100	-1	NA	NA	NA
Arizona	2018-19	Van Buskirk Elementary	Public	Tucson	Pima	NA	47	100	-1	NA	NA	NA
Arizona	2018-19	W F Killip Elementary	Public	Flagstaff	Coconino	NA	57	100	-1	NA	NA	NA
Arizona	2018-19	Wheeler Elementary	Public	Tucson	Pima	NA	58	100	-1	NA	1.72	NA
Arizona	2018-19	Whitman Elementary	Public	Mesa	Maricopa	NA	106	100	-1	NA	NA	0.94
Arizona	2018-19	Academy Of Math And Science - Desert Sky	Charter	Phoenix	Maricopa	NA	145	99.31	-1	NA	NA	NA
Arizona	2018-19	Mountain View Elementary	Public	Phoenix	Maricopa	NA	145	99.31	-1	NA	NA	1.38
Arizona	2018-19	Litchfield Elementary	Public	Litchfield Park	Maricopa	NA	137	99.27	-1	NA	NA	2.92
Arizona	2018-19	Wilson Elementary	Public	Phoenix	Maricopa	NA	137	99.27	-1	NA	NA	0.73
Arizona	2018-19	Arizona Charter Academy	Charter	Surprise	Maricopa	NA	124	99.19	-1	NA	NA	0.81
Arizona	2018-19	Westwind Primary	Public	Phoenix	Maricopa	NA	123	99.19	-1	NA	NA	0.81
Arizona	2018-19	Palmcroft Elementary	Public	Yuma	Yuma	NA	120	99.17	-1	NA	NA	0.83
Arizona	2018-19	Imagine Elementary At Avondale	Charter	Avondale	Maricopa	NA	113	99.12	-1	NA	NA	0.88
Arizona	2018-19	Mabel Padgett Elementary	Public	Goodyear	Maricopa	NA	108	99.07	-1	NA	0.93	2.78
Arizona	2018-19	Ocotillo	Public	Phoenix	Maricopa	NA	103	99.03	-1	NA	NA	1.94
Arizona	2018-19	West Elementary	Public	Coolidge	Pinal	NA	98	98.98	-1	NA	NA	1.02
Arizona	2018-19	Sunburst Elementary	Public	Glendale	Maricopa	NA	97	98.97	-1	NA	NA	3.09
Arizona	2018-19	Borman Elementary	Public	Tucson	Pima	NA	94	98.94	-1	NA	NA	NA
Arizona	2018-19	Mary Belle Mccorkle	Public	Tucson	Pima	NA	93	98.92	-1	NA	NA	NA
Arizona	2018-19	Prince Elementary	Public	Tucson	Pima	NA	93	98.92	-1	NA	NA	1.08
Arizona	2018-19	Michael Anderson	Public	Avondale	Maricopa	NA	91	98.9	-1	NA	NA	NA
Arizona	2018-19	Copper View Elementary	Public	Sahuarita	Pima	NA	89	98.88	-1	NA	NA	1.12
Arizona	2018-19	Frank Borman Middle	Public	Phoenix	Maricopa	NA	86	98.84	-1	NA	1.16	1.16
Arizona	2018-19	Lake Pleasant Elementary	Public	Peoria	Maricopa	NA	86	98.84	-1	NA	NA	1.16
Arizona	2018-19	Cotton Boll	Public	Peoria	Maricopa	NA	85	98.82	-1	NA	NA	1.18
Arizona	2018-19	Holmes Elementary	Public	Mesa	Maricopa	NA	85	98.82	-1	NA	NA	1.18
Arizona	2018-19	Sun Canyon Elementary	Public	Phoenix	Maricopa	NA	85	98.82	-1	NA	NA	NA
Arizona	2018-19	Weitzel's Puente De Hozho Bilinqual	Public	Flagstaff	Coconino	NA	85	98.82	-1	NA	NA	1.18
Arizona	2018-19	Esperanza Elementary	Public	Tucson	Pima	NA	84	98.81	-1	NA	1.19	1.19
Arizona	2018-19	Esperanza Elementary School-85009	Public	Phoenix	Maricopa	NA	83	98.8	-1	NA	NA	1.2
Arizona	2018-19	John F Kennedy Elementary	Public	Phoenix	Maricopa	NA	83	98.8	-1	NA	1.2	1.2
Arizona	2018-19	Valle Del Encanto Learning Center	Public	Somerton	Yuma	NA	83	98.8	-1	NA	NA	1.2
Arizona	2018-19	Desert Mirage Elementary	Public	Glendale	Maricopa	NA	82	98.78	-1	NA	NA	1.22
Arizona	2018-19	Gary A Knox Elementary	Public	Yuma	Yuma	NA	81	98.77	-1	NA	NA	1.23
Arizona	2018-19	Excelencia	Public	Phoenix	Maricopa	NA	80	98.75	-1	NA	NA	1.25
Arizona	2018-19	Hartford Sylvia Encinas Elementary	Public	Chandler	Maricopa	NA	80	98.75	-1	NA	NA	2.5
Arizona	2018-19	Gateway	Public	Phoenix	Maricopa	NA	79	98.73	-1	NA	NA	1.27
Arizona	2018-19	Loma Linda Elementary	Public	Phoenix	Maricopa	NA	79	98.73	-1	NA	NA	NA
Arizona	2018-19	P T Coe Elementary	Public	Phoenix	Maricopa	NA	79	98.73	-1	NA	NA	1.27
Arizona	2018-19	Copper King Elementary	Public	Phoenix	Maricopa	NA	78	98.72	-1	NA	NA	1.28
Arizona	2018-19	Drexel Elementary	Public	Tucson	Pima	NA	77	98.7	-1	NA	NA	1.3
Arizona	2018-19	Sunset Vista Elementary	Public	Glendale	Maricopa	NA	77	98.7	-1	NA	1.3	1.3
Arizona	2018-19	Sheely Farms Elementary	Public	Phoenix	Maricopa	NA	76	98.68	-1	NA	NA	1.32
Arizona	2018-19	Cordova Elementary	Public	Phoenix	Maricopa	NA	75	98.67	-1	NA	NA	1.33
Arizona	2018-19	Willcox Elementary	Public	Willcox	Cochise	NA	75	98.67	-1	NA	NA	NA
Arizona	2018-19	Crown Charter	Charter	Litchfield Park	Maricopa	NA	74	98.65	-1	NA	NA	1.35
Arizona	2018-19	Riverview	Public	El Mirage	Maricopa	NA	74	98.65	-1	NA	NA	4.05
Arizona	2018-19	Alta E Butler	Public	Phoenix	Maricopa	NA	73	98.63	-1	NA	NA	NA
Arizona	2018-19	Harold W Smith	Public	Glendale	Maricopa	NA	73	98.63	-1	NA	NA	NA
Arizona	2018-19	Laveen Elementary	Public	Laveen	Maricopa	NA	73	98.63	-1	NA	NA	1.37
Arizona	2018-19	Madison Traditional Academy	Public	Phoenix	Maricopa	NA	73	98.63	-1	NA	NA	1.37
Arizona	2018-19	Tucson Country Day	Charter	Tucson	Pima	NA	73	98.63	-1	NA	1.37	NA
Arizona	2018-19	Tumbleweed Elementary	Public	Phoenix	Maricopa	NA	73	98.63	-1	NA	NA	1.37
Arizona	2018-19	Apache Elementary	Public	Peoria	Maricopa	NA	71	98.59	-1	NA	NA	1.41
Arizona	2018-19	Western Peaks Elementary	Public	Surprise	Maricopa	NA	71	98.59	-1	NA	NA	2.82
Arizona	2018-19	William T Machan Elementary	Public	Phoenix	Maricopa	NA	70	98.57	-1	NA	NA	NA
Arizona	2018-19	Pioneer Preparatory - A Challenge Foundation	Charter	Phoenix	Maricopa	NA	69	98.55	-1	NA	NA	1.45
Arizona	2018-19	Westpark Elementary	Public	Buckeye	Maricopa	NA	69	98.55	-1	NA	NA	1.45
Arizona	2018-19	Boulder Creek Elementary	Public	Mesa	Maricopa	NA	66	98.48	-1	NA	NA	NA
Arizona	2018-19	Copper Canyon Elementary	Public	Scottsdale	Maricopa	NA	66	98.48	-1	NA	NA	1.52
Arizona	2018-19	George Washington Carver Elementary	Public	Yuma	Yuma	NA	66	98.48	-1	NA	NA	NA
Arizona	2018-19	Maurice C Cash	Public	Phoenix	Maricopa	NA	66	98.48	-1	NA	NA	NA
Arizona	2018-19	North Ranch Elementary	Public	Scottsdale	Maricopa	NA	66	98.48	-1	NA	NA	1.52
Arizona	2018-19	Ironwood	Public	Casa Grande	Pinal	NA	65	98.46	-1	NA	NA	1.54
Arizona	2018-19	Sundance Elementary School-85345	Public	Peoria	Maricopa	NA	65	98.46	-1	NA	NA	NA
Arizona	2018-19	Whittier Elementary School-85201	Public	Mesa	Maricopa	NA	65	98.46	-1	NA	NA	6.15
Arizona	2018-19	Mohave Accelerated Elementary	Charter	Bullhead City	Mohave	NA	64	98.44	-1	NA	NA	1.56
Arizona	2018-19	Salt River Elementary	Private	Scottsdale	Maricopa	NA	64	98.44	-1	NA	NA	1.56
Arizona	2018-19	Alice Byrne Elementary	Public	Yuma	Yuma	NA	62	98.39	-1	NA	NA	1.61
Arizona	2018-19	Canyon Breeze Elementary	Public	Avondale	Maricopa	NA	62	98.39	-1	NA	NA	1.61
Arizona	2018-19	Las Brisas Academy	Public	Goodyear	Maricopa	NA	62	98.39	-1	NA	NA	1.61
Arizona	2018-19	Rancho Gabriela Elementary	Public	Surprise	Maricopa	NA	62	98.39	-1	NA	NA	1.61
Arizona	2018-19	Saddleback Elementary	Public	Maricopa	Pinal	NA	62	98.39	-1	NA	NA	1.61
Arizona	2018-19	Sunset Ridge Elementary-85305	Public	Glendale	Maricopa	NA	62	98.39	-1	NA	NA	3.23
Arizona	2018-19	Centennial Elementary	Public	Tucson	Pima	NA	61	98.36	-1	NA	1.64	1.64
Arizona	2018-19	Lehi Elementary	Public	Mesa	Maricopa	NA	61	98.36	-1	NA	1.64	1.64
Arizona	2018-19	Sunland Elementary	Public	Phoenix	Maricopa	NA	61	98.36	-1	NA	1.64	1.64
Arizona	2018-19	Bicentennial South	Public	Glendale	Maricopa	NA	121	98.35	-1	NA	NA	1.65
Arizona	2018-19	Rice	Public	San Carlos	Gila	NA	121	98.35	-1	NA	NA	NA
Arizona	2018-19	Discovery	Public	Glendale	Maricopa	NA	60	98.33	-1	NA	NA	1.67
Arizona	2018-19	Gowan Science Academy	Public	Yuma	Yuma	NA	60	98.33	-1	NA	NA	1.67
Arizona	2018-19	Frances Owen Holaway Elementary	Public	Tucson	Pima	NA	59	98.31	-1	NA	NA	1.69
Arizona	2018-19	Nevitt Elementary	Public	Phoenix	Maricopa	NA	118	98.31	-1	NA	NA	1.69
Arizona	2018-19	Mendoza Elementary	Public	Mesa	Maricopa	NA	58	98.28	-1	NA	NA	5.17
Arizona	2018-19	John F Long	Public	Phoenix	Maricopa	NA	115	98.26	-1	NA	NA	1.74
Arizona	2018-19	Barbara B Robey Elementary	Public	Litchfield Park	Maricopa	NA	114	98.25	-1	NA	NA	1.75
Arizona	2018-19	Continental Elementary	Public	Green Valley	Pima	NA	57	98.25	-1	NA	NA	1.75
Arizona	2018-19	Madison Elementary	Public	Mesa	Maricopa	NA	57	98.25	-1	NA	NA	1.75
Arizona	2018-19	Sarah Marley	Public	Douglas	Cochise	NA	57	98.25	-1	NA	NA	NA
Arizona	2018-19	Taft Elementary	Public	Mesa	Maricopa	NA	57	98.25	-1	NA	NA	3.51
Arizona	2018-19	Whiteriver Elementary	Public	Whiteriver	Navajo	NA	57	98.25	-1	NA	NA	NA
Arizona	2018-19	Agua Caliente	Public	Tucson	Pima	NA	56	98.21	-1	NA	NA	1.79
Arizona	2018-19	Corte Sierra Elementary	Public	Avondale	Maricopa	NA	112	98.21	-1	NA	NA	1.79
Arizona	2018-19	Desert View Academy	Charter	Yuma	Yuma	NA	168	98.21	-1	NA	NA	2.38
Arizona	2018-19	Palo Verde	Public	Casa Grande	Pinal	NA	56	98.21	-1	NA	NA	1.79
Arizona	2018-19	Anna Henry Elementary	Public	Tucson	Pima	NA	55	98.18	-1	NA	NA	1.82
Arizona	2018-19	Ocotillo Elementary	Public	Tucson	Pima	NA	110	98.18	-1	NA	NA	1.82
Arizona	2018-19	Sunset Ridge Elementary-85086	Public	Phoenix	Maricopa	NA	55	98.18	-1	NA	NA	1.82
Arizona	2018-19	Sahuaro	Public	Phoenix	Maricopa	NA	54	98.15	-1	NA	NA	3.7
Arizona	2018-19	William R Sullivan Elementary	Public	Phoenix	Maricopa	NA	54	98.15	-1	NA	NA	1.85
Arizona	2018-19	Starlight Park	Public	Phoenix	Maricopa	NA	107	98.13	-1	NA	NA	NA
Arizona	2018-19	Desert Mesa Elementary	Public	Yuma	Yuma	NA	105	98.1	-1	NA	NA	1.9
Arizona	2018-19	Capitol Elementary	Public	Phoenix	Maricopa	NA	52	98.08	-1	NA	NA	1.92
Arizona	2018-19	Carmichael Elementary	Public	Sierra Vista	Cochise	NA	52	98.08	-1	NA	3.85	1.92
Arizona	2018-19	Oro Grande Elementary	Public	Lake Havasu City	Mohave	NA	52	98.08	-1	NA	NA	1.92
Arizona	2018-19	Orangewood Elementary	Public	Phoenix	Maricopa	NA	103	98.06	-1	NA	NA	2.91
Arizona	2018-19	Adams Elementary	Public	Mesa	Maricopa	NA	102	98.04	-1	NA	0.98	1.96
Arizona	2018-19	Bonillas Elementary Basic Curriculum Magn	Public	Tucson	Pima	NA	51	98.04	-1	NA	5.88	1.96
